"0000 - US president","0001 - US senate","0002 - governor","0003 - County Clerk","0004 - Question 1 - should the starting time of the annual town meeting be moved to 6:30PM?"
6db09a8a4e3ae0fd4508cd17b9826050e339566e,d631fbaf73ad493f86d2ffe8be13dca39236307e,a7f96ed7e37bf2b321a9958eb792504736deccc2,66405365783b30fabd365ffbc45ea662b3eca57f,df7d39839ad101574995d6818610802cfa4b160e
c0aa94160d4d2ebe64dcf19455fc6cd53c212132,b4c91a53cdbbd3614c823a3c7c2a4bc8646fe6b3,7fcc5f607191f9755902f5d22b1ab4b48caa1c82,ec02e499db8026bfe9fbcedf82d01de1e4cf18b4,2f55d2eff56f0b9cf6259e588d55c55300c8e423
97c821746ad73e24bcefe3b176e51f6e068e07df,8492499cd7532dabd2fb8cf2f1a75974a21fc954,b08df56fdb175dbe43342a9b5a714750ba5df23d,41d93700d5f25bd0dbc2db4dacddb0ea000adfae,5f0092563ed1a5f402f9b0f0fe1dcdd34e3e1bc3
498c2506d35f70dd818d495f2fca01d74074479d,512e076313e0efe0931078abeb908f3ba93aca81,27779275a843d2a451e4de2c9302543f93513ed5,5eafee6d1d0d3834c7f9469d28000bbc42484974,3430eb06f4f8784bd035d7d9b3973f0044a38954
6a7343aaf675b260c805aa226a6685bfa1736bde,f8791aad52adfe4cbabe7f5cbcb46819a13b673a,46e34bbb476181210eb817020b8671606c779e7f,a2c6b71858bd3aed2553f36064d11c64ab7283a7,6c3f1a630925d770ccaa4fee69f2d72f7bc1f4d5
152c866ec3b52523fc2290396b61997dc74dc8c3,60b27dd6de6b511b2fb78a3522d57da14089e790,e85ae60f7ce7229fe3efb983d2494c68a1ca78b9,fd1d56ba14e9ac68f1d73491e214bded356877e9,e35b533048f393704f939d28859e57aadc284e35
0ebdf954b78e0f636608616d8ab51433f7bc1323,9c15fff96725912a0b5f14ad7981ff180db286ef,34dea7372996affc16a5d779adea8aa7c3847a81,cadf7d91748dd9c1bd94d2e326feb203502b3ccb,28dc8ae5835838c06cef6a19ee2e3cef5e0cf37f
ce3b717ade65eda731ceae267b9553ffbf44ca35,3b1120c9748ab6b2e2c3e2f4295971ba58f958e0,b7ca39b4ab2e040423f6e10a17730ec8071abdf0,b589a05e04ef07728d1f0be9cb8a0b67148e58bd,3bf2329753f5b27018f4f34dac037bebada44ad7
3779fb3af7771212fce1966ad4301c9995557fd9,6a971a61c443de4d97b4edc7f510d984bc120833,01bf3038c5dd57285e5f97e14365af15610f0236,d21f0504cdeb339e59d8bc5d749632b68bdfd4a5,94d8f68810feb27f25ce6f4a3b4dee261be4570c
6cef89f39bc4821555c3bde3fbf99910e6a3234b,b959a01161c9e0804efebeb895bf1dd422d11b01,f597bb8c68b7f07e32fba114f4d1ec892a651ad0,766ed58a2c9f03d4fad8bfb7774b16d2c1746b0a,77030362159ce9205ef45f8f9fc7345bc2579c9b
1204aef9242231bf1f3057f7258d673394356444,ec74aa03c6ed9c0e4081d57e0cf94d7073194b95,d69edddd5f2e3d6add1fd32cc173dc1adf6cf211,8f8bd5f12e05b0d29ba226ad7fddda2d1c9bf65c,94653a2ab0632ff36b13bbb76178dcf024c53d36
96399be2deb0b3d278fb73b6e90fd3b4b67d413e,0ea780585e6d4e42628387409edec530029ffaaf,d45b3475906824f2b1c5ffe9d67eeadf07bd633b,d4b7f227ce70242d58ca4f45e118bd44fb375a82,e3dae08574364f16e5a22b7da7eb70ff6012938a
49e8b4144a3c0681672878c536b5405b64ae6285,8b8451083878b8a400e29e65c6a8db66269121d2,cc94c036ea1c340e1049b44cdc77273e2e870caa,f77aae55c60f2a369326cb78d21599d57964f2e7,e42a25c33cee5dad2a6a76874eeeade45308d393
431c2f3a40f77b090db415dd9a562f9882d6c612,210eaf80b866af6645e04d9d7a57081e4165d433,fc94904c20f8f28dba8f7858736afcba9ea901d3,b9a731ba823884a58dcfd329bd09f1eeae08c984,e37acdf84908246c1de76c4b08bb53eafb2adbf3
36fc914930449e4652ed3ce9175bc82d761af80b,a6aaf9da2cc7293701e3db7d89aca0df491e3b01,be6c1da32cc05b10f711cfbc464e6e9a20194805,7c04912bd73f97a68ba96f28628efa58b8ff797c,bb6fefa5dafad7ef514fcaec4f3b2faa52ea3ce5
2eac163797134991c776287d94700b6619d5a6b6,21fa3448ccbe29dc4ba498c5a2beecc9ee2ecb91,5ca6820a46b814bc61f7570c053d8e1e7181f9ff,7bf434ba6b259537fb50bf14543b5494633cc7d0,1a48b6237379c16e66a40ecffc58699a141b7340
f8cc07b0df35c563b5554aa71de53ce3ba49ee1f,9213f10c20c0b9fca35bd2314c1983861aaca2db,806b2e408d1a64dfd99c2b78716c53665c7d4203,34474ad5f27c4705aa212cff67b724529380399f,544dd163bb2905ede25868c47715003a9f401d23
2415dc0ccbce104045596a052d32fc78d371d5cf,972f632a85d5b532dacf63a760ba38290694a05a,716d6c609c8286c5a0cff14ef1337f2e6fcb91d9,e1e2024e3fc2cacfa0a20a94c25315a734552040,e79ae13993a42bb1bb738a500676ff3c9ac3b9bd
04b73beb77541ac390281f047f7f65ad9d2a0382,50e83788fa8609c5a560d9527853bd24bed42231,9c1517dcff4f2432f8239dc067f14c3c00758c40,737387027acad98b763137c7f8af868ef7bd06ca,1a79fe20da03ca2b6ce5f30310a0ed3233eb46bf
11016e28de693c47c7d0d742bec0174151329fdf,5e99316f96dd57e6a5309024f4efb7b30beb899a,c756404c36be39df5844208c685c7be622a85680,71c40d274fe2c1f5e2498861bccfae3ea1aa6042,fd5226ff1776d5f811b132062f632b1ef0948e70
581a97d7aecfb1c809ba8631d9877a8b2c3cbaaf,0f3e52c0fdd6cf2c6b9ce98dda551fb0d2ada9a5,e0ec4487abec335ce2ff80cdda5a77c7c0db462f,544dfb45ed9a85087a109c204d8b6c9198365109,0d1d78f54682cfb789e32d86f601d96cedc61fab
d93aae6bd053f8d03e99ac0cbcbb6e2251d9a68f,e12f21904a7ef1f8a4e6fa9525343748607066e0,73082b7f6c510543b04454a25f698dee02a05677,891c3efbf636ce60786252c30a854b2313c599ca,3bc551ca87c49bbe5135622eedbbf88fd197239b
c51d126c8c54aa7401f48cfe4e754dba2eabfdde,8716272b4608d3b6bbf63e778b6e764d1797035e,c5d8854e06586cc04f18012b8089dccb06db69f2,66276e549ff8289cbaee10ab40e485b1e97ae1f3,c3bfd5573f2604e39197e68377cb8bc36218f11f
34b71204eabc56b994b737e7744d3c3c6ab9b5e5,ee3ebe322413a3c072f2a060c2fa8243e93c738c,a2ca6bcf08e93a38e39aa595d71e364452822b1b,d3497da59daf389395a6f37aad4ecf1eb583eafd,4aa2c3603d11315e2ce4b6f8d37fd1f407895849
ca034ace74985d280fcd8ceeca4adf6d1ef983a7,f09ca300ae0a55583780a9290bb76c412a4aad47,ea44984b98c8487e1a7db6cd72b5ccf01ac2e349,a41c7ad6bbe6b7f0c5c4ea8747ce82b2a6672512,dffad77420b59076804c888f39530ec2fd4dc220
6e0040c659c7923d57c2cd5ae1c9408737bc2baf,042449df1dc5ccfbdec8ac4ca253ebfe382b968c,ff0a8b112a152eda726b38f95c80b974d3d08e94,e8f579de093b51c0325d087165a6307eb1bad270,9e0c3855cf96a135603070a0ddd1f0ca938e0e00
34dde4ecfae0922148b0b5d2bfb599fa3ed358b2,7e0446da60f3a2e4020e16d2af103c929c819d87,08aadd1e7a1bcad52f4fbf7cc7d3bf4d54f4f19e,ad27ebe01210a91085aa57c00a2ea16a02b1289f,dfb4262db7979a1482a00df1ff8ae33d2bbb26c3
0cda07baa966523751a22fe42e5611a5ec746da6,65b794793817d5c27f9e469e6f038805e3a97370,5d2c44614369b105e708f55c4f8cb42bd975b37d,82898bc3b70161ef93d4ad465eefbfff82d330e8,1bc113eba55e1e93b8cec2d11e4499db7662372d
ec43ae91bbae018e13ddaad67eb87720823f8c8b,a106be04a016e87cee175d6e9f7f4aaf89124c62,26765c4cfff6560a0b0cce2ce80e09f82770796c,66dcd9ed73172c6d8cc10b0d8054b5f0ccba3345,71d44bd086419adc863de30b27c3d26b8e6fd8ba
37e28f83a1d5010aba2f4905fd28c91107837007,f92b09478c8b13db402e01431c292e81ee30f020,3a60e2bf53eee43780a864a90fccbdc42e4e15e0,d65e8c81165c0e7d3a904fcad10ee6cfc15aeb96,5bfaf60e63806eccc70a1d40d70abcf1ad8dbbb0
502c23c4c54d62a0c02677f95e8f87c65cf179c8,f60f89bf8413f2c98920801def98b3cf82a8fa53,b06db26888e8836b7259b91bbffe18b20cfc81fb,dc08430db4eb5dbb7cee2388f40de7969b7c4c5b,b8d76bf18c0002c7c004e32a2d395f3ee1344cd7
fa3b080844a4ab1ac45c8df08861e751218a4949,569c7fde6a897869454991fe0248b5fa59d2ae9f,e93db4c43f8f7b83d5ee3a099468810961158a45,80bef9c0adcb6fea3efa84a90da8b4c4fa4bff31,50a028c77f1ebe34738f6235873bb0669df52a45
6a04c59803be2a1250227935425f4f7b87d1a886,3a7f14d6f756551a1715802fce551c4a9472f866,ec077789500c54ec21db877d67f822470af840da,079420c8b026b9915ba1e2e5ea4e4c2fd744d42e,56d6c0e1dcf2fad67c8a6e7ff5dcc77209bc50c9
25851902f635edffc9b24942cd206ae817af7534,1484de298e542face051a4976a2fb1d91a68fc5e,44dabe0ee24951089c9de2bbe75872aaef26fb80,1656b12170c9ab5c802faef16e0316fce31e2b1a,706ad4cf26d2344afafb30349a9bb6e6100e7422
9e3b37ab59aa6f4bed712c604e8c475398fb7517,fa3b7dff852a8a98c30673d80c688ab5e0d2283d,c1a9c1494998ac9e90b05aabf8f490391dde52fe,1091c3bf895956dc9c90c0fd9c06fe5f7ff5e0c2,b5aee03dd7fcf9c222c7274465f64461b480b0aa
062f9111d18dd2f48b23863c62abb42fdd06a7c8,a03381cb2757fec52acdeb19ecc8904adc73bb43,2be78d2b2adfbf95f1c7fadb37ba797e2917b748,31aff6836072be7b4f0884bb652215492ed548fa,6dc7d41ee2e67a9f0fe9be3c1783b759e28992e4
4c8d0ab9ef00359c8b61eba9a2390402eb5f90a3,60d41bd093dbefd4cf23825a2bfa42abe140163c,75360985b5aa2232a80dc73c2bc01e9c61b9d9e5,202e1356ae61aeebc7057926fa5eb6258f5375fe,306d4ef2c5fd0cc60a6eaa2e06e9f6390d968e8c
6c19864cb18d3d390e25cf007519aad1145af51e,5498dcae61fef338ff6847ab2cef890ab7a2c4aa,c85b2cf2c896c1da783aa652440cc74f36f32f96,7b2d2495be512c4743188f95a372a46028259552,7f5754765b43326524a83f9e80d52ce56ea1f379
b9080a3e749796682b3a4bc75351887119d63873,8b17f3e7f5054ce561eeeb7db9e544610fae1663,babc98251feab6f1b13d7ab7e606b0036dc0ec5a,86dc94ccbb2ea3b23d11753383cfa1fb29d2b969,43b77eae4ba308dc4034c702edfe1f5782e33c1d
d84b2302408015cda19299885643026a1b3eb459,21ccd075dcfcdd2ae4ada1ccb25327158ee3420c,0575ed751f0a07342e276a0d26bcac722ec2b55e,37c0b6b26af322aa9dfee93fa25ee6d726235e4b,538b35e153bebf26b509f43e0e724e577c7172b2
48cfaca631e512170f4fb3d1ba7ea42fe43411c9,8fcb923c507a7272cb4e80aa6b0453bdda9b391d,98405818370481582e5dc0cdbdf21da59da03823,4ee89cadb914b64e51506d11664d4a41c074c885,d8f76d73a787238d3e4da5c4a5b62513a7243407
2a94819aa9df2dafd7f042bd725b188deecbce41,134439cb52e758bd42b993d756ccb20f3d7c07da,9d13d7477498c92de8c1b04ca71aa57ebca226a2,9753a6126197696fe72de78ef329cc83492516df,1042f21c1047abef50cb479869c8f14d95df98c7
302ccd0c9a74468841b6a422fe32a3d20d5c64d4,539c5758e4063e21b8b74ceced65aa20d6b5b544,00e7a98da7204d1ccd77609efae6d55bac5b915d,b98d0225318826d8e5fa154870afbb78f04fab48,cf679ce7a35cab40414c87cc17a7c7b6cf853cfc
2f670464e32fac48a27f04fbee5d10c305a49241,57ba21faeb6e628e4c95872188bebc27ad068d0a,500e1646b22fdae808c1c20673f733db338d3de6,b871c84eb5931e5953ec1877e653b44a78e82b4b,36311563666ca0f8171476664aece739e927d6e5
64c31e6e27f515b66713a0e4c3b0dbfdd2554df1,6509f55b06d0311329f8a50e832f3692d968c161,d96ca237ad1e204f9eb27581e7e847e8acd6a59d,9e497084c411e635d4b0f222f9e3e80582d081b9,6a706e6231ea823b8c6439746d75d3df67290e25
b600b26a4f3a8e8387601fe4a57f51b07526edac,53d6a37ad885dcb7c3546460c38bf764ac2d5430,83d12ad9ea8d075e7be4f4634fe72dfa07f3f70d,bf555b66e75d5af962d48f83c95f5a48dd8a0a07,a29d61cd6ef9a8a4cd78338a9522000fb9e63271
4d37733363645153d1e3fa7ef627fe502471c58b,6fe283850e70eab533ff5d97f2532273ca4f1fa9,7cd10b8257f87c897ba0f308619ee4f0bb097de0,4e86b8828726c3cba42051aeee6272bdb7567c30,82c7f5273e3d6d3e86e417f3d981f08fb37fbc11
c967fb0950948ffad3607192808df7199ed0b622,2d3c8ae5a53e504778affaf5cab88772d7b7283c,2496028871b6c6de264892f8ba7d95a7ced3fdaa,af2d65194ddb873d9dc28367b8923bf8f0635fb0,daf6be6ac452f30e3f86834c21318f2f27c197b3
e1bf7110f05c16a1c32600fb0d33cbac98099c23,dc64f07035dfb1acb696f1d23e4e0ca4eca51e92,acf58593059d49478ff3f1cec04021f57d7eec23,cdb6cf9f1944572603a390c5ea5d9d9c6821c112,3149e76291b29d410f98f1d91d89f419fc314426
4cc38ee4079b58f50e0696663b420ee3ae035039,713e7d669465c3ad227436702d49ebf0a5bc54dd,6c9565550950c597b1d7ae5ddd8175d1190887e6,491dd5285a71553efd075cfec7c74a3d41280d89,2495351a3c271e8ea043465af629d3e949319511
c0bf5d2e18e909ecb0448e6ce5d4c6b18b699abf,0ea723717c36c23c585c27481b93968dcd3965a4,57b371423850a73b9a702f6c5daafbc1d9cab3d4,cb0727e7c0cfa992abcdbc5dfffc54ac3e21d1d1,7e9e122ffb17cbdf5699b1c090edd2b888134bbb
1e9459a22deb0df29d538e0d390a744916d3b2b7,85d5de246681c7faee829315f47450ab55c7e839,49a436609ebd03c7d4e7697bf66680924fb2dc3b,311374e52d8406641c59cd4a6fbf873f7e789794,00635c0b1032dfb3b621d83b015a302fe3a57d21
36a89e399b1a98448bf27a758e3a243ad10a7d42,b39dcfd404f8ac7b911e598395bfe901e1d4b355,0859fbaf25e824f735ee3d14562c22a55f4618e7,b203962324f7ffe1c12aee4a586a7bea7805e57d,ef763cc1060ffae4dc156b0165b9253c7f073a76
7da28e818c9421570abb45eb8f8e3953013f8787,3839ef5b853e2cf5b353883579073d30ff8e5956,8db51b94652deb4076fdc9455c891ef7230c64a3,7176eeb1f6018236ae4298771b4da9c1907651ed,a9df3f6a0dc9991eacb2ce180fe324f43b3a4f26
e9e0a4f39ddb0fb1cb301dd4a128965c5eef4f2d,d3dca98c142ee8521fa85f27ef085f79606e7138,9d28e9e5cbdf9fe0c0e99c67a0d9570754a2c95c,f2f009629fbff1fcd0b3d1dec468ab5aa977df95,b6ae3de3e991d5b5404c126da2dff6c64dd9ef9f
aa14d541f444e64848d0def3a4703c7566c6d607,fb2aa06f94958be767270849b4d169b6f941718e,e3080b30a49f6d1954a16199f1611273d97b8144,78555bfc2374d9603a6def0041da1f3974a04846,65a34ac61f2b49a8c9926e9a9dcbe3f91575903f
9fe3b54e0512a1a3907ad32c131d733b479ca0ef,580565a61bddb114d9c491891a00bf8fda9a395c,76dc213aae00d707c6c3a41e5e834173a54b00df,85c460aac60a10242608c41f6ae629291ac26906,5b77b3ba07f6e1e5a5034b7038e6269f6037bdce
60e39b42b92b309ed44f52442240b34400729584,ab7e2bc0e0147abda86d4ef3bdd7e48e118276d4,d1d116cff9178327132bc9b56777f92dbac6c767,d89067fc9a5f3f933542f9e6d2e13944d77f2cc9,67cdc91d57a48ba565c97adba8808d6c565d0fcf
bbadacb06d1bf892979e67c7f2210a16d334a695,29f5cc079c3324e9eab704c802339ceadda19fe8,a3b9999823293070f5d19f65f6c8eb28221ce668,4b57eb854d054f144f1a7900f4bb3f931166b5f4,e9e5d31707f537adfa90394179895631153f4d38
62336af2ffc05267b6f80bf2e97e036108368f54,0b7281aff3b15de2054da5d5c1b9548bc445a2d0,d85b7695243a12b8edb8ec50d5a0ba5b0a858ad1,bbe7c08be227acb76ddd72dbcd46affbe6d93750,ee47920231ec9a2dc041abef2346d4f7482af11d
b85f7d96f5ba952949dd83c58fc43bb46f1a17ad,9b36ef748edc6ae41a8095a997fd34a830a4c5ca,bd55ef9100df399da595a84096ade7d52efe52e9,22d84337607c916ae7fc47ef83b1a2c627e7897e,2341e83d7e30352fc3b3ac1e238a3bd6c305be3a
d7311d43158ebd340d870697c5c706233b42a230,45e3aa3418f44262636654565356577137523ea4,1453c47b5329f9513ccb0bd6f0dd6760acea64a1,7a48747727d920143738772ae5ce0db4c91a9085,4a337a2e4b59f2240f9fbb88ca3ff441c70a8c90
c45ff3c194c35573d2d91d83795ef388aba982f2,7d858be91556bd21df1e0cb87e2af542eb6f1384,bd68f5a6e72f8ff687584ba2eb261255386cd30f,b85e0a8ce64c8c94672a0819758f6303e5a0128f,92cd2eb729a6436d72f13956157ae0310f50458e
e3eb6e43120a30dec93d7f1f1c5a445aa4caacca,fcdeba58fddcd9c2d3aa0ad43b6114b8fa30fcac,e34e351e2652def647f9c016fb688e948e42ec27,794f355edc5d917e82912a1ce5f5f8024a04f0e2,db7dc1a8458847f92c7f243fb5034006e7836880
908cff151c7bc8539772ad4c7745b14cdeaa86a9,1bef61434673cc06a8c2f353ea47900005e5b723,d1f97b35b669783f41e22b916dc241d6cdc0909d,263e83bf4757e09f88e81c92d25af611491c3c97,213db74267a4a5da65cfc982498828464928b02e
0c5d019502e5547a92405e47e2088a02294c379f,a32807d675cc7df14e7cd981dc75f8ab5ce8c632,dcee3046fbbcea41688c29b1b7757362b1f357d7,7e1c3a08601add585e56805fa5904647b48da72a,8df9a8c10f3891b7200dde8f02be1f332f68af54
a2db01110e38591d661354aab07be0bfac5df350,4dc5d70d8bccd61103308579614979481f7711b9,85aaca8b91bb43b335efe5dce9d200a420c4ab2c,233ec0f8a8d2edc65944fb7f871df3c6b72bdcae,c46cb156e8b8414da274910f3f071ea934b799ef
632761c51718dfb7cbf3b971e644c96504b179ec,66fa37cbb4385ad7571a44591ca6429d7280565e,46aa2cf0e2f6b3de482ff764677a029496ec23d7,8ffa9cdd68bd537084785a17fc65bb8220183118,caab0f9e613b8f072290bca3ddc61ecfff8c738c
76f01e9b8636eedb840d9ead5a5cd220dcc4f748,af557f4c228c1e415a0fca6556372f739bf58a79,d1fa4f12402ab057a2ad3bf689ab588533895842,5d5058661901d07e26d44e0d2d12cfcbeb71068a,045613611889bd1097bf3375a10e9fab84d244ec
91b48b27a4d53dcf0246a293da757fa71ee70c77,46e739cf5a4e9e2fc3a153296405dcd4a36449de,7747b04179803ff67aaba4484e8d7b5526042428,b2d9246c9ccc98a300963350cb696e825f3debe9,06f8364e28c4227fa0ffb243f591331661bb5130
e796bb929035e4334987c261a29aafe608de2378,6e8b69b6e1388c76a7a54fe4569a3760d801cea5,653ca63a27f78d00dc643412977805ec849aaffa,65eec56a6b2b5a9b05e88c69618355a4286fa4be,91de589268b4e0a212910c60dd5cb966e7563b17
03694ed965cc57abba9313be6fab1faf61313912,94db17a7a28f2fa0aeb9735d0c84489cf14b2bb3,34b446359665a509dc9270b70a9c0887e93562df,9a4676f1350edde5803d8a81b5105dd805789a00,c95596c98757107c9822c64bdc93d3dbe342556d
9cc81d18dfff63a25a51fd644f26457f89c734cc,b85315888b8ed4a9e1e3da60a6f3c677a92461d9,ac23cee423d5beb88571d795fecaedb61af23010,fb6c935452ff8445050c8bfb5b8b3eec47f83d0c,00d3a641e565eb54fc3098fa8f7ee2bd4966c6f0
07b8825a50b74c5f240bc1f675c8979598137906,1c3e5a8de32b6d2b67ebba73d8c1333e2f9c342b,f8384c9d0da5a083c1ba81f54526357cfe8d1eef,39034cf7b0fb75d1f030bec0ecfdcf4268a9b817,9fe8ed306878b8c5a6b54c95e7bacf473d58ae4b
7de8edefa350bdefbfe1f77b234eb6ff61e80bef,b631a7cc775ac4ade1e36e5d339adb72f09cde59,e7d8c0dbe949036e201bd5f3256b4e88021d0c71,420a087703b0f76cb7fb5366f0746a503119ce1c,ae5ce23af1961937ba6f5e17088552ab4ce872bb
918fe783dcd5f5331ce1c69e5b4b9a31d09bd982,4ff1f4a5b8ea5191143c3716c567f9377f21e0dd,4e79f168a3367953bdafa6f019122a9c6d0d081c,bb1f5ffd73c8dcfe830bcd75b4e07ec77556aa90,83cb1a60b7326402a07fa28408168f73c1b634fc
a9dd04a10e151f4e0874bd9f55c5ec969fa48fe3,43af8a35e466a05ebd3076efa1ae4b4bc79ce983,1d71069ca378a3c494832278acd8c861d6507e1c,50431af79cf4f04cc122d2bf0fd1b5fd346c2b85,3e671678ed69cddeca3c8dec5f317fcef4b0626e
14c8df2edc36fd5a8fe0d2c242278c97ec4874f7,847e091a7db9b615436a558d769d3210ac48f4b5,b92573d2189b1dd02dd4020e8dca6e27e3526f60,a6fb2515971085dfc65533713641e052ae0550c9,e3726d0c8876a7999639913c95b18ccaa04a99a9
af68cebc48797a15eeafb07a7b5f7ebb10b1c083,6295497fdab40d95e2f145ba06da6e0d25867b46,a809b13546972d94fc5f27332780c862e4935727,91bad1305e5946f9c3be229a5e4ea7e773678569,5d9723662226a86dc44e47dabf844c4131fadf11
e29840b777c87632fdd4a7fbaef916952c0c475f,3f3e770bedc6a1408b4e38ff818ded26a32f127c,29f5158d3e93304679ba68e5682e8ed56e01ee4c,da221a9777163fe4c7fd01e5765b0df071e781ce,b402070818e224146a5e94cafad3071db55ef37a
8ce85845f8b0cdf9ee9894cde7557c3025c0b8e1,3658d1b3b0737609675d358ef31b6d2c8f9607e8,e74371dfb780a2bdf96ae9d1ba39f9b4aaa84c4b,58d45374b775937f8f0c4a5ccdbb608197a0fa96,1f20168a591c5bc7d4bdced6fc1d81e0945e5f56
888d891c2a45e9d8823dc34a5498ce620c2838f6,599410596c2ebb1c72f79edc07affc21925cc257,390388508f5a6039dd59e7512a7377aff97e3754,2731a536122cbbecaddb124b299b6bd557c7c29e,259f272bfa47da1e882fc1b44ee23601555e2073
e971d79c58f075fccf26fd0ee8c42422a502cee2,828cbbecfa12d6c480ec62fc21a926543e991798,46b399033b3d96208ff56ac043c05948f5fc61bd,0c9cae02602c76c6c460a42eda6ab3f51e68e415,63339ae8d79e9347515e284b05073d0a47ae6d58
1c73ece8da1bcc14d8d15e23c87027e913bc4bde,dd71047fed6f86f518c6f66a6ee449971ed3cef5,6f04a2e335e807012f58147610dc9d9c6c474426,36efa4dd76ef64f762a6445a0cdc85f98d286ad8,e62194bc15202d826446c0c4e6c1a143c15ec314
6bb78e3324be517e7a1541f6bff235b9f818847d,981070d53771e5d798478a0f7cfd049d3c467f8f,f2a3beb00509b60b0265f8932efc6c921671a04e,1d8d2b317ecb422cb033892e02f899689d53e29b,7492365615ac6d5750d418f370fb2eb565eef3fb
cc910d8be292ba4cf2c6441e51f493cd348e7a52,0b27a1a2ab9f2d4044499a5fbf82b8a846fb427a,0ca9ae6859c3850496fc1d1f361fd71eeed1e034,415caa01f42b51b4046b7bfb6f78b939cecfc891,256f17f11d706db1dffe817610e44b54002cda7d
5f42a375129ff41889efdabef2437f2fb9275341,1816db403727307aae34d480ca13deb32248486a,db8ecc14fe6fb4c3d2cb00865f44a7183f32ec39,ece72c3df061d3963dfc6c8aa44d8019577dbf8e,75d9565967c503b1d155590135e69f1dff3d0600
297575f1f3f8a8538b6bb524d5456c18b13772c6,49c1bc94b240ff64a9c149d9eeb5ad98b7dec07b,8a51b330982d7b8a5b5625f4e6b340c2db6a2a5a,8f56c1f4fb56125eaa58ae1fd8f063d19421f054,5a0dfadad6fbbe0a4ff1bf2e2539d55e881940d8
02f2c55a8dea17386c602c89f9d622928fc39899,55d6a57c83cf69f9cf85711a03e3c8780d002474,16dd932ea4e0d684680b3e9f8a7d863d19a1302c,7ebecb54a7d93dd55964ff23fb411de7a23d208a,aaf3ae2037126def3fe0ef25011c227bd683c960
fe07d9c9510a299ce845251d09a281892132f74c,76f0fedc6250c1269fc479025b6628757d6f9c93,b47384e12ee1bd0bb05902966a5a1abf3b3eb882,df68d32eb452ef4f72448c3c79abd30532c40d87,3a8b11a5af523eec11a6749b0e42823844a19c67
